N,p,workload,comparison,metric,comparison_mean,GRR_mean,diff_mean,ci95_low,ci95_high,paired_t_p,wilcoxon_p,paired_t_p_holm,wilcoxon_p_holm
101,0.4,hotspot,AgeMIS,max_wait,4.666666666666667,2.0,2.6666666666666665,2.252825643387785,3.080507689945548,2.052774210149463e-08,0.00048828125,7.800541998567959e-07,0.0703125
101,0.4,hotspot,AgeMIS,jain,0.9658631101178806,0.9571159556613744,0.008747154456506007,0.008624309409635496,0.008869999503376517,8.946857399411778e-20,0.00048828125,6.620674475564715e-18,0.0703125
101,0.4,hotspot,GuardedFill,throughput,31.851694444444444,30.493916666666664,1.3577777777777775,1.3415675578737964,1.3739879976817586,1.5000549658128058e-20,0.00048828125,1.1423621812195044e-18,0.0703125
101,0.4,hotspot,GuardedFill,mean_wait,0.5219633104391654,0.6760134725242247,-0.15405016208505912,-0.15500299963223144,-0.1530973245378868,1.0839033656159943e-23,0.00048828125,1.1055814329283142e-21,0.0703125
101,0.4,hotspot,GuardedFill,max_wait,2.0,2.0,0.0,0.0,0.0,,1.0,1.0,1.0
101,0.4,hotspot,GuardedFill,jain,0.9651915600200583,0.9571159556613744,0.008075604358683828,0.007974618265937627,0.008176590451430028,2.4970513494310543e-20,0.00048828125,1.872788512073291e-18,0.0703125
101,0.4,hotspot,RotatingGreedy,throughput,32.15383333333333,30.493916666666664,1.6599166666666674,1.6434059126050096,1.6764274207283252,2.0148834436951574e-21,0.00048828125,1.6925020927039322e-19,0.0703125
101,0.4,hotspot,RotatingGreedy,mean_wait,0.48879646075276945,0.6760134725242247,-0.1872170117714552,-0.1886215589939945,-0.1858124645489159,9.058952662323941e-23,0.00048828125,8.787184082454223e-21,0.0703125
101,0.4,hotspot,RotatingGreedy,max_wait,16.333333333333332,2.0,14.333333333333334,12.143492473508509,16.52317419315816,1.7421131368856656e-08,0.00048828125,6.794241233854096e-07,0.0703125
101,0.4,hotspot,RotatingGreedy,jain,0.9481154661806959,0.9571159556613744,-0.0090004894806786,-0.010261798160193748,-0.007739180801163451,7.01699220991132e-09,0.00048828125,2.8769668060636414e-07,0.0703125
101,0.4,uniform,AgeMIS,throughput,33.99883333333333,32.191472222222224,1.8073611111111123,1.7927775075897083,1.8219447146325163,2.0181408984086237e-22,0.00048828125,1.8970524445041062e-20,0.0703125
101,0.4,uniform,AgeMIS,mean_wait,0.4745645098831246,0.642150768552669,-0.16758625866954432,-0.168964017898922,-0.16620849944016666,2.4785869615972035e-22,0.00048828125,2.280300004669427e-20,0.0703125
101,0.4,uniform,AgeMIS,max_wait,4.75,2.0,2.75,2.4626432469034785,3.0373567530965215,3.063568946553134e-10,0.00048828125,1.4092417154144418e-08,0.0703125
101,0.4,uniform,AgeMIS,jain,0.9995593062392151,0.99965471902686,-9.541278764471639e-05,-0.00012396692413302717,-6.685865115640561e-05,1.4400238800946358e-05,0.00048828125,0.0003744062088246053,0.0703125
101,0.4,uniform,GuardedFill,throughput,33.625416666666666,32.191472222222224,1.433944444444445,1.4220921779993763,1.4457967108895136,2.6295184995140477e-22,0.00048828125,2.3928618345577833e-20,0.0703125
101,0.4,uniform,GuardedFill,mean_wait,0.5081853173030358,0.642150768552669,-0.13396545124963302,-0.13511779096369053,-0.1328131115355755,4.0771140023416316e-22,0.00048828125,3.587860322060636e-20,0.0703125
101,0.4,uniform,GuardedFill,max_wait,2.0,2.0,0.0,0.0,0.0,,1.0,1.0,1.0
