N,p,workload,rep,algorithm,throughput,mean_wait,p95_wait,p99_wait,max_wait,jain
5,0.4,uniform,23,GRR,1.4157,1.0207671116762025,2,2,2,0.9999482814573383
5,0.4,uniform,23,RotatingGreedy,1.6255,0.552199323285143,2,3,4,0.999972183575158
5,0.4,uniform,23,AgeMIS,1.6376,0.5330361504640938,2,2,4,0.9983580777234521
5,0.4,uniform,23,GuardedFill,1.611,0.5826815642458101,2,2,2,0.9999167802269819
5,0.4,uniform,24,GRR,1.4136,1.0170486700622523,2,2,2,0.9999049565742014
5,0.4,uniform,24,RotatingGreedy,1.6279,0.5508937895448124,2,3,4,0.9998932062131088
5,0.4,uniform,24,AgeMIS,1.6438,0.5317556880399076,2,2,4,0.9987008912241171
5,0.4,uniform,24,GuardedFill,1.6122,0.584790968862424,2,2,2,0.9998874929394568
5,0.4,uniform,25,GRR,1.4303,1.0127246032300916,2,2,2,0.9999152659782419
5,0.4,uniform,25,RotatingGreedy,1.645,0.5596352583586626,2,3,4,0.9999126839673612
5,0.4,uniform,25,AgeMIS,1.6513,0.5393326470053897,2,2,4,0.9986307934647202
5,0.4,uniform,25,GuardedFill,1.6273,0.5904258587844896,2,2,2,0.9998880607898707
5,0.4,uniform,26,GRR,1.4239,1.0092703139265398,2,2,2,0.9999607707893794
5,0.4,uniform,26,RotatingGreedy,1.6341,0.5573098341594762,2,3,4,0.9999110136003639
5,0.4,uniform,26,AgeMIS,1.6482,0.5391336002912268,2,2,4,0.9979133168716673
5,0.4,uniform,26,GuardedFill,1.6185,0.5904850169910411,2,2,2,0.9999117099262262
5,0.4,uniform,27,GRR,1.4167,1.0218112514999647,2,2,2,0.9999289750311313
5,0.4,uniform,27,RotatingGreedy,1.63,0.5565030674846626,2,3,4,0.9999300361346993
5,0.4,uniform,27,AgeMIS,1.6388,0.5297778862582377,2,2,4,0.9985861664309137
5,0.4,uniform,27,GuardedFill,1.6119,0.5910416278925492,2,2,2,0.9998906525413692
5,0.4,uniform,28,GRR,1.4342,1.0032770882722075,2,2,2,0.9999846569784593
5,0.4,uniform,28,RotatingGreedy,1.6449,0.5580886376071493,2,3,4,0.9999669449031888
5,0.4,uniform,28,AgeMIS,1.656,0.5355072463768116,2,2,4,0.9983698566815798
5,0.4,uniform,28,GuardedFill,1.6316,0.586847266486884,2,2,2,0.9999741791270659
5,0.4,uniform,29,GRR,1.4279,1.0146368793332867,2,2,2,0.9999745751520911
5,0.4,uniform,29,RotatingGreedy,1.6436,0.5574348990021903,2,3,4,0.9999649678128825
5,0.4,uniform,29,AgeMIS,1.6542,0.54267924072059,2,2,5,0.9981435268728922
5,0.4,uniform,29,GuardedFill,1.6242,0.5888437384558551,2,2,2,0.9999248509574945
5,0.4,hotspot,0,GRR,1.2399,1.0927494152754254,2,2,2,0.9141825302019235
5,0.4,hotspot,0,RotatingGreedy,1.5669,0.5300912630033825,2,4,4,0.7624453223342443
5,0.4,hotspot,0,AgeMIS,1.5613,0.45840005123935185,1,2,4,0.8069527817504413
5,0.4,hotspot,0,GuardedFill,1.5465,0.521823472356935,2,2,2,0.7901852696033145
5,0.4,hotspot,1,GRR,1.2431,1.0974177459576864,2,2,2,0.9154281034018902
5,0.4,hotspot,1,RotatingGreedy,1.5753,0.531962165936647,2,4,4,0.7666166225191064
5,0.4,hotspot,1,AgeMIS,1.5741,0.46439235118480404,1,2,6,0.8122817834906312
5,0.4,hotspot,1,GuardedFill,1.5541,0.5289878386204234,2,2,2,0.7945219288266328
5,0.4,hotspot,2,GRR,1.2433,1.1002975951097884,2,2,2,0.9154785892166535
5,0.4,hotspot,2,RotatingGreedy,1.571,0.5269891788669637,2,4,4,0.7656259393729876
5,0.4,hotspot,2,AgeMIS,1.5644,0.46343646126310406,1,2,5,0.8115429529471375
5,0.4,hotspot,2,GuardedFill,1.5511,0.5238218038811167,2,2,2,0.7926712988910873
5,0.4,hotspot,3,GRR,1.2587,1.0849288948915548,2,2,2,0.9206255270972168
5,0.4,hotspot,3,RotatingGreedy,1.5747,0.5370546770813488,2,4,4,0.7740419663221147
5,0.4,hotspot,3,AgeMIS,1.5732,0.4651665395372489,1,2,5,0.8188832434438026
5,0.4,hotspot,3,GuardedFill,1.5549,0.5352112676056338,2,2,2,0.8036098148452433
5,0.4,hotspot,4,GRR,1.2445,1.1005222981116913,2,2,2,0.9160479927022788
5,0.4,hotspot,4,RotatingGreedy,1.5722,0.5253148454395115,2,4,4,0.7711164933904511
5,0.4,hotspot,4,AgeMIS,1.567,0.45737077217613276,1,2,4,0.8175845358061844
5,0.4,hotspot,4,GuardedFill,1.5533,0.5215991759479817,2,2,2,0.799266216018283
5,0.4,hotspot,5,GRR,1.2376,1.097365869424693,2,2,2,0.9136639687403793
5,0.4,hotspot,5,RotatingGreedy,1.568,0.5307397959183674,2,4,4,0.7615735059012853
5,0.4,hotspot,5,AgeMIS,1.5599,0.4633630360920572,1,2,5,0.8095277995721322
5,0.4,hotspot,5,GuardedFill,1.5472,0.5266933815925543,2,2,2,0.7895820709364183
5,0.4,hotspot,6,GRR,1.2413,1.097720132119552,2,2,2,0.9151262688976616
5,0.4,hotspot,6,RotatingGreedy,1.5698,0.5254809529876417,2,4,4,0.7642752310297217
5,0.4,hotspot,6,AgeMIS,1.5668,0.4564717896349247,1,2,4,0.8099983224999739
5,0.4,hotspot,6,GuardedFill,1.5502,0.5204489743258934,2,2,2,0.792639383356704
5,0.4,hotspot,7,GRR,1.2401,1.1063623901298283,2,2,2,0.9146713238228844
5,0.4,hotspot,7,RotatingGreedy,1.5717,0.5305083667366546,2,4,4,0.7643624638891361
5,0.4,hotspot,7,AgeMIS,1.563,0.46301983365323096,1,2,4,0.8129318838626048
5,0.4,hotspot,7,GuardedFill,1.551,0.5281108961960026,2,2,2,0.7933601691410461
5,0.4,hotspot,8,GRR,1.2517,1.0930734201485979,2,2,2,0.9188693602426034
5,0.4,hotspot,8,RotatingGreedy,1.5752,0.540312341289995,2,4,4,0.7718551496562269
5,0.4,hotspot,8,AgeMIS,1.5703,0.4733490415844106,1,2,5,0.8181638057219625
5,0.4,hotspot,8,GuardedFill,1.5545,0.5354776455451914,2,2,2,0.7996444293341647
5,0.4,hotspot,9,GRR,1.2472,1.1042334830019243,2,2,2,0.9166932686117556
5,0.4,hotspot,9,RotatingGreedy,1.578,0.5317490494296578,2,4,4,0.7669129791023263
5,0.4,hotspot,9,AgeMIS,1.5718,0.4689527929762056,1,2,5,0.8176575259530544
5,0.4,hotspot,9,GuardedFill,1.5557,0.5353859998714405,2,2,2,0.7980337204017117
5,0.4,hotspot,10,GRR,1.2526,1.1033051253392943,2,2,2,0.9190796122191958
5,0.4,hotspot,10,RotatingGreedy,1.5789,0.5322059661789854,2,4,4,0.7715912591037075
5,0.4,hotspot,10,AgeMIS,1.5727,0.4687480129713232,1,2,4,0.8190784928011715
5,0.4,hotspot,10,GuardedFill,1.5606,0.5242214532871973,2,2,2,0.7983849853796037
5,0.4,hotspot,11,GRR,1.2493,1.0961338349475707,2,2,2,0.9175897595192448
5,0.4,hotspot,11,RotatingGreedy,1.5812,0.5347837085757653,2,4,4,0.7669721454201655
5,0.4,hotspot,11,AgeMIS,1.5763,0.4642517287318404,1,2,5,0.8192167677540078
5,0.4,hotspot,11,GuardedFill,1.5616,0.5270235655737705,2,2,2,0.7991904123416826
5,0.4,hotspot,12,GRR,1.2433,1.092174052923671,2,2,2,0.9156449606618776
5,0.4,hotspot,12,RotatingGreedy,1.5751,0.527395086026284,2,4,4,0.7656154290453219
5,0.4,hotspot,12,AgeMIS,1.5705,0.4605539637058262,1,2,5,0.8128300802628717
5,0.4,hotspot,12,GuardedFill,1.5528,0.5236991241628027,2,2,2,0.7924925284392598
5,0.4,hotspot,13,GRR,1.2432,1.1037644787644787,2,2,2,0.9153511973981232
5,0.4,hotspot,13,RotatingGreedy,1.572,0.5356234096692112,2,4,4,0.7656267074086481
5,0.4,hotspot,13,AgeMIS,1.5652,0.4677996422182469,1,2,5,0.8175008680218095
5,0.4,hotspot,13,GuardedFill,1.5517,0.5285815557130888,2,2,2,0.7985417577153979
5,0.4,hotspot,14,GRR,1.2566,1.0954162024510583,2,2,2,0.9201945607104196
5,0.4,hotspot,14,RotatingGreedy,1.5805,0.5400822524517558,2,4,4,0.7750478688148197
5,0.4,hotspot,14,AgeMIS,1.5713,0.4724750206835105,1,2,4,0.821628974895608
5,0.4,hotspot,14,GuardedFill,1.5588,0.5417628945342571,2,2,2,0.8041448387551982
5,0.4,hotspot,15,GRR,1.2483,1.0859569013858847,2,2,2,0.9173609254422288
5,0.4,hotspot,15,RotatingGreedy,1.5655,0.5388054934525711,2,4,4,0.769055687456634
5,0.4,hotspot,15,AgeMIS,1.5619,0.4696843587937768,1,2,5,0.8153687105852088
5,0.4,hotspot,15,GuardedFill,1.5465,0.533462657613967,2,2,2,0.7938272048515268
5,0.4,hotspot,16,GRR,1.2306,1.0928815212091663,2,2,2,0.911522141142595
5,0.4,hotspot,16,RotatingGreedy,1.559,0.5294419499679281,2,4,4,0.7545758139314815
5,0.4,hotspot,16,AgeMIS,1.5535,0.4617315738654651,1,2,4,0.8073890636881995
5,0.4,hotspot,16,GuardedFill,1.5413,0.5220268604424836,2,2,2,0.7860465393297044
5,0.4,hotspot,17,GRR,1.2584,1.090034965034965,2,2,2,0.9206968844505673
5,0.4,hotspot,17,RotatingGreedy,1.5808,0.5296052631578947,2,4,4,0.7744460344611984
5,0.4,hotspot,17,AgeMIS,1.5767,0.468319908670007,1,2,5,0.8219974003078676
5,0.4,hotspot,17,GuardedFill,1.5612,0.5311939533692032,2,2,2,0.8006287707695041
5,0.4,hotspot,18,GRR,1.2353,1.100785234356027,2,2,2,0.9130673218718499
5,0.4,hotspot,18,RotatingGreedy,1.564,0.5271099744245524,2,4,4,0.7579277259686307
5,0.4,hotspot,18,AgeMIS,1.5587,0.459934560851992,1,2,4,0.8086481924789477
5,0.4,hotspot,18,GuardedFill,1.5435,0.5240686750890833,2,2,2,0.787936088398885
5,0.4,hotspot,19,GRR,1.2418,1.0874536962473829,2,2,2,0.915186145611755
5,0.4,hotspot,19,RotatingGreedy,1.5721,0.5257935245849501,2,4,4,0.7618916825466132
5,0.4,hotspot,19,AgeMIS,1.5692,0.4581952587305633,1,2,5,0.8111699246426121
5,0.4,hotspot,19,GuardedFill,1.5509,0.520729898768457,2,2,2,0.7924678889568784
5,0.4,hotspot,20,GRR,1.241,1.0921837228041902,2,2,2,0.9149836012668411
5,0.4,hotspot,20,RotatingGreedy,1.5648,0.5246676891615542,2,4,4,0.7614434680090998
5,0.4,hotspot,20,AgeMIS,1.5586,0.4638136789426408,1,2,5,0.8089901352005696
5,0.4,hotspot,20,GuardedFill,1.5465,0.5194956353055286,2,2,2,0.7915589792815426
5,0.4,hotspot,21,GRR,1.2369,1.1035653650254669,2,2,2,0.9140443933482717
5,0.4,hotspot,21,RotatingGreedy,1.5718,0.5325104975187683,2,4,4,0.7676491392718685
5,0.4,hotspot,21,AgeMIS,1.5647,0.46552054706972584,1,2,5,0.8147987062521821
5,0.4,hotspot,21,GuardedFill,1.551,0.5269503546099291,2,2,2,0.7946248421635113
5,0.4,hotspot,22,GRR,1.241,1.100402900886382,2,2,2,0.9148728824257113
5,0.4,hotspot,22,RotatingGreedy,1.5683,0.5279602116941912,2,4,4,0.7613890527463386
5,0.4,hotspot,22,AgeMIS,1.5597,0.45585689555683784,1,2,4,0.8086366373515631
5,0.4,hotspot,22,GuardedFill,1.5494,0.5217503549761198,2,2,2,0.7909953517036493
5,0.4,hotspot,23,GRR,1.2513,1.1054902900982977,2,2,2,0.9182934861641047
5,0.4,hotspot,23,RotatingGreedy,1.5789,0.5399961998859966,2,4,4,0.7696169602116933
5,0.4,hotspot,23,AgeMIS,1.574,0.4647395171537484,1,2,4,0.816328359673509
5,0.4,hotspot,23,GuardedFill,1.5606,0.5316544918621043,2,2,2,0.794803664460141
5,0.4,hotspot,24,GRR,1.2461,1.1024797367787498,2,2,2,0.9162147775218945
5,0.4,hotspot,24,RotatingGreedy,1.5766,0.5282252949384753,2,4,4,0.7713511413908477
5,0.4,hotspot,24,AgeMIS,1.5734,0.4610397864497267,1,2,5,0.8158192080713912
5,0.4,hotspot,24,GuardedFill,1.5567,0.5241215391533371,2,2,2,0.796741474630098
5,0.4,hotspot,25,GRR,1.2428,1.0932571612487931,2,2,2,0.9157949010820544
5,0.4,hotspot,25,RotatingGreedy,1.5691,0.5284558026894398,2,4,4,0.7662733835635899
5,0.4,hotspot,25,AgeMIS,1.5654,0.46077679826242496,1,2,5,0.8130431991247121
5,0.4,hotspot,25,GuardedFill,1.5492,0.5233023495997935,2,2,2,0.7938562668773631
5,0.4,hotspot,26,GRR,1.2259,1.10008972999429,2,2,2,0.9096660232814161
5,0.4,hotspot,26,RotatingGreedy,1.5628,0.5213718965958536,2,4,4,0.7538092455175575
5,0.4,hotspot,26,AgeMIS,1.5561,0.45536919221129746,1,2,4,0.802883204340087
5,0.4,hotspot,26,GuardedFill,1.5425,0.5183144246353323,2,2,2,0.7834750681439259
5,0.4,hotspot,27,GRR,1.2541,1.1066103181564468,2,2,2,0.9198565442685186
5,0.4,hotspot,27,RotatingGreedy,1.5833,0.535842859849681,2,4,4,0.7656997403677327
5,0.4,hotspot,27,AgeMIS,1.5787,0.45955533033508583,1,2,5,0.816613000293661
5,0.4,hotspot,27,GuardedFill,1.5629,0.5292725062384029,2,2,2,0.7988771009142837
5,0.4,hotspot,28,GRR,1.2514,1.0987693782963082,2,2,2,0.9185059059679875
5,0.4,hotspot,28,RotatingGreedy,1.5792,0.5391970618034447,2,4,4,0.7715155523389902
5,0.4,hotspot,28,AgeMIS,1.5714,0.4740995290823469,1,2,5,0.8190113612920045
5,0.4,hotspot,28,GuardedFill,1.5571,0.5311155352899621,2,2,2,0.7983312313110319
5,0.4,hotspot,29,GRR,1.2455,1.0995584102769973,2,2,2,0.9170248337132767
5,0.4,hotspot,29,RotatingGreedy,1.5754,0.5290085057763108,2,4,4,0.7686232243347091
5,0.4,hotspot,29,AgeMIS,1.57,0.46471337579617833,1,2,4,0.8157105406685927
5,0.4,hotspot,29,GuardedFill,1.5551,0.5250466207960903,2,2,2,0.7966560807057945
