N,p,workload,rep,algorithm,throughput,mean_wait,p95_wait,p99_wait,max_wait,jain
5,0.2,uniform,10,RotatingGreedy,0.9431,0.23581804686671615,1,2,4,0.9998013296435697
5,0.2,uniform,10,AgeMIS,0.9451,0.23002856840545974,1,1,3,0.9996898234526441
5,0.2,uniform,10,GuardedFill,0.9426,0.24803734351792914,1,2,2,0.999783568367314
5,0.2,uniform,11,GRR,0.8541,0.8885376419622995,2,2,2,0.9998823420806687
5,0.2,uniform,11,RotatingGreedy,0.9546,0.25193798449612403,1,2,4,0.9998534773133967
5,0.2,uniform,11,AgeMIS,0.9588,0.2461410095953275,1,1,3,0.9992575277410771
5,0.2,uniform,11,GuardedFill,0.9536,0.2641568791946309,1,2,2,0.9997581942030155
5,0.2,uniform,12,GRR,0.8431,0.8957419048748666,2,2,2,0.9992815697779078
5,0.2,uniform,12,RotatingGreedy,0.948,0.23660337552742616,1,2,4,0.9991289484289665
5,0.2,uniform,12,AgeMIS,0.9524,0.22942041159176815,1,1,3,0.9991428702665733
5,0.2,uniform,12,GuardedFill,0.9472,0.2509501689189189,1,2,2,0.9990213867188261
5,0.2,uniform,13,GRR,0.847,0.9070838252656435,2,2,2,0.9995150169883377
5,0.2,uniform,13,RotatingGreedy,0.9595,0.23804064616988013,1,2,4,0.9996587236579699
5,0.2,uniform,13,AgeMIS,0.9585,0.22712571726656233,1,1,3,0.9996183110798429
5,0.2,uniform,13,GuardedFill,0.9562,0.24816983894582723,1,2,2,0.9997171807603755
5,0.2,uniform,14,GRR,0.8565,0.8925861062463515,2,2,2,0.9998923223446469
5,0.2,uniform,14,RotatingGreedy,0.964,0.24574688796680497,1,2,4,0.9997341704757962
5,0.2,uniform,14,AgeMIS,0.9656,0.2366404308202154,1,1,2,0.999628681278188
5,0.2,uniform,14,GuardedFill,0.9642,0.2533706699854802,1,2,2,0.9997113178438284
5,0.2,uniform,15,GRR,0.842,0.9049881235154394,2,2,2,0.9998548797017601
5,0.2,uniform,15,RotatingGreedy,0.9501,0.24881591411430376,1,2,4,0.9997739048370177
5,0.2,uniform,15,AgeMIS,0.9482,0.23686985867960345,1,1,3,0.9991302481847573
5,0.2,uniform,15,GuardedFill,0.9468,0.25633713561470217,1,2,2,0.9997064102728525
5,0.2,uniform,16,GRR,0.8488,0.8905513666352498,2,2,2,0.9997024182437626
5,0.2,uniform,16,RotatingGreedy,0.9541,0.24085525626244628,1,2,4,0.9994769995470382
5,0.2,uniform,16,AgeMIS,0.9581,0.23598789270431061,1,1,2,0.9996569203208227
5,0.2,uniform,16,GuardedFill,0.9518,0.24837150661903762,1,2,2,0.9994729043767604
5,0.2,uniform,17,GRR,0.855,0.8919298245614035,2,2,2,0.9994890611645878
5,0.2,uniform,17,RotatingGreedy,0.9634,0.24081378451318247,1,2,4,0.9995928563981986
5,0.2,uniform,17,AgeMIS,0.9655,0.23190056965302952,1,1,3,0.9991266928297976
5,0.2,uniform,17,GuardedFill,0.9597,0.2523705324580598,1,2,2,0.9993565006901185
5,0.2,uniform,18,GRR,0.8549,0.9064218037197334,2,2,2,0.9994012787097244
5,0.2,uniform,18,RotatingGreedy,0.968,0.2444214876033058,1,2,4,0.9991984223946089
5,0.2,uniform,18,AgeMIS,0.9687,0.22865696294002272,1,1,3,0.9996730964132808
5,0.2,uniform,18,GuardedFill,0.9674,0.24881124664047963,1,2,2,0.9992586250213682
5,0.2,uniform,19,GRR,0.8581,0.8944179000116537,2,2,2,0.9997855514145372
5,0.2,uniform,19,RotatingGreedy,0.9613,0.24290023925933632,1,2,4,0.9995891084645593
5,0.2,uniform,19,AgeMIS,0.9623,0.2351657487270082,1,1,3,0.9995568373431893
5,0.2,uniform,19,GuardedFill,0.9598,0.2518232965201084,1,2,2,0.9996153739730167
5,0.2,uniform,20,GRR,0.8437,0.9002014934218324,2,2,2,0.9998451273874994
5,0.2,uniform,20,RotatingGreedy,0.9483,0.2394811768427713,1,2,4,0.9999289921155785
5,0.2,uniform,20,AgeMIS,0.9491,0.23053419028553365,1,1,4,0.9998613188858114
5,0.2,uniform,20,GuardedFill,0.947,0.24868004223864837,1,2,2,0.9999035562113981
5,0.2,uniform,21,GRR,0.848,0.9040094339622642,2,2,2,0.9996270359589882
5,0.2,uniform,21,RotatingGreedy,0.9544,0.23931265716680636,1,2,4,0.999349689365149
5,0.2,uniform,21,AgeMIS,0.9579,0.2337404739534398,1,1,3,0.9987597416970294
5,0.2,uniform,21,GuardedFill,0.9538,0.24921367162927238,1,2,2,0.999379808172919
5,0.2,uniform,22,GRR,0.848,0.9005896226415094,2,2,2,0.999816749944872
5,0.2,uniform,22,RotatingGreedy,0.9534,0.24061254457730227,1,2,4,0.9998341917253597
5,0.2,uniform,22,AgeMIS,0.9536,0.2326971476510067,1,1,3,0.999662247507366
5,0.2,uniform,22,GuardedFill,0.9501,0.25134196400378905,1,2,2,0.9998914030818197
5,0.2,uniform,23,GRR,0.8479,0.8992805755395683,2,2,2,0.9993246784476806
5,0.2,uniform,23,RotatingGreedy,0.9568,0.2330685618729097,1,2,4,0.9992703474718292
5,0.2,uniform,23,AgeMIS,0.9579,0.2223614155966176,1,1,3,0.9993701034388961
5,0.2,uniform,23,GuardedFill,0.9543,0.24143351147437914,1,2,2,0.9993095053838247
5,0.2,uniform,24,GRR,0.8423,0.8963552178558708,2,2,2,0.9999384648299936
5,0.2,uniform,24,RotatingGreedy,0.9455,0.24812268640930724,1,2,4,0.9998967633752247
5,0.2,uniform,24,AgeMIS,0.9438,0.23394787031150668,1,1,3,0.9998932933417223
5,0.2,uniform,24,GuardedFill,0.9423,0.2549082033322721,1,2,2,0.9999073660697319
5,0.2,uniform,25,GRR,0.844,0.9018957345971564,2,2,2,0.9996314895931595
5,0.2,uniform,25,RotatingGreedy,0.9491,0.24096512485512592,1,2,4,0.9995905942314889
5,0.2,uniform,25,AgeMIS,0.9509,0.23272689031443894,1,1,3,0.9990592470296933
5,0.2,uniform,25,GuardedFill,0.9491,0.2480244442103045,1,2,2,0.9995186105928194
5,0.2,uniform,26,GRR,0.8533,0.894878706199461,2,2,2,0.9997958722838268
5,0.2,uniform,26,RotatingGreedy,0.9556,0.24832565927166178,1,2,4,0.999640240831965
5,0.2,uniform,26,AgeMIS,0.9562,0.23677055009412257,1,1,3,0.9999193343950222
5,0.2,uniform,26,GuardedFill,0.9531,0.2576854474871472,1,2,2,0.999839039493714
5,0.2,uniform,27,GRR,0.8551,0.8910068997778038,2,2,2,0.9999534483026238
5,0.2,uniform,27,RotatingGreedy,0.9652,0.2467882304185661,1,2,4,0.9999570010704651
5,0.2,uniform,27,AgeMIS,0.9662,0.23845994618091493,1,1,3,0.9998891871104452
5,0.2,uniform,27,GuardedFill,0.962,0.2559251559251559,1,2,2,0.9999685566225534
5,0.2,uniform,28,GRR,0.8516,0.8866838891498356,2,2,2,0.9999114281412539
5,0.2,uniform,28,RotatingGreedy,0.9507,0.2498159251078153,1,2,4,0.9997435353877971
5,0.2,uniform,28,AgeMIS,0.9528,0.23887489504617967,1,1,3,0.9994215246424492
5,0.2,uniform,28,GuardedFill,0.9486,0.25795909761754166,1,2,2,0.9997067678369845
5,0.2,uniform,29,GRR,0.8376,0.9043696275071633,2,2,2,0.9998219463709994
5,0.2,uniform,29,RotatingGreedy,0.9422,0.24007641689662493,1,2,4,0.9998178178552467
5,0.2,uniform,29,AgeMIS,0.9455,0.23183500793231096,1,1,3,0.9991414250723214
5,0.2,uniform,29,GuardedFill,0.9405,0.2506113769271664,1,2,2,0.9996659267365806
5,0.2,hotspot,0,GRR,0.5858,1.1567087743257085,2,2,2,0.42265241574334544
5,0.2,hotspot,0,RotatingGreedy,0.9525,0.13973753280839896,1,2,4,0.3142483189562615
5,0.2,hotspot,0,AgeMIS,0.9441,0.09712954136214384,1,1,2,0.3177233299265676
5,0.2,hotspot,0,GuardedFill,0.9474,0.1199071142073042,1,1,2,0.31670509775068245
5,0.2,hotspot,1,GRR,0.5837,1.1560733253383588,2,2,2,0.4232212937747076
5,0.2,hotspot,1,RotatingGreedy,0.9392,0.15012776831345825,1,2,4,0.315105548079267
5,0.2,hotspot,1,AgeMIS,0.9308,0.10259991405242802,1,1,2,0.3188824422475309
5,0.2,hotspot,1,GuardedFill,0.9352,0.1226475620188195,1,1,2,0.3171034191552357
5,0.2,hotspot,2,GRR,0.585,1.1526495726495727,2,2,2,0.4234668113261549
5,0.2,hotspot,2,RotatingGreedy,0.9556,0.14943491000418585,1,3,4,0.314139846290942
5,0.2,hotspot,2,AgeMIS,0.946,0.10169133192389006,1,1,2,0.3185748152404122
5,0.2,hotspot,2,GuardedFill,0.9498,0.12202568961886713,1,1,2,0.31661561188091153
5,0.2,hotspot,3,GRR,0.5856,1.1531762295081966,2,2,2,0.42381818970536417
5,0.2,hotspot,3,RotatingGreedy,0.9471,0.14750290360046459,1,2,4,0.31572336283991026
5,0.2,hotspot,3,AgeMIS,0.9383,0.09826281573057657,1,1,2,0.3199655970623434
5,0.2,hotspot,3,GuardedFill,0.9413,0.11994050780835015,1,1,2,0.3179485189306062
5,0.2,hotspot,4,GRR,0.5881,1.1443632035368134,2,2,2,0.4273668063722657
5,0.2,hotspot,4,RotatingGreedy,0.9511,0.1510882136473557,1,3,4,0.31749060860427913
5,0.2,hotspot,4,AgeMIS,0.9408,0.09927721088435375,1,1,2,0.32184723270829263
5,0.2,hotspot,4,GuardedFill,0.9443,0.12294821560944615,1,1,2,0.32028563853372083
5,0.2,hotspot,5,GRR,0.5741,1.1520641003309529,2,2,2,0.40956768589855547
5,0.2,hotspot,5,RotatingGreedy,0.9392,0.13330494037478705,1,2,4,0.30695714529950635
5,0.2,hotspot,5,AgeMIS,0.9306,0.09660434128519235,1,1,2,0.311276422367096
5,0.2,hotspot,5,GuardedFill,0.9341,0.11711808157584841,1,1,2,0.30949410199690874
5,0.2,hotspot,6,GRR,0.5775,1.147878787878788,2,2,2,0.4127863465955326
5,0.2,hotspot,6,RotatingGreedy,0.947,0.13611404435058078,1,2,4,0.3089623149341024
5,0.2,hotspot,6,AgeMIS,0.9375,0.09312,1,1,2,0.31242958809087595
5,0.2,hotspot,6,GuardedFill,0.9418,0.11647908260777234,1,1,2,0.3105241292097236
5,0.2,hotspot,7,GRR,0.586,1.1438566552901024,2,2,2,0.42380859524450115
5,0.2,hotspot,7,RotatingGreedy,0.9483,0.14879257618896974,1,2,4,0.3149381583841382
5,0.2,hotspot,7,AgeMIS,0.9365,0.10282968499733049,1,1,2,0.3190176777491042
5,0.2,hotspot,7,GuardedFill,0.9415,0.1241635687732342,1,1,2,0.31730398965566275
5,0.2,hotspot,8,GRR,0.5903,1.1600880908012874,2,2,2,0.42801951510238906
5,0.2,hotspot,8,RotatingGreedy,0.958,0.14572025052192067,1,3,4,0.31689164680836884
5,0.2,hotspot,8,AgeMIS,0.9485,0.09773326304691618,1,1,2,0.3213864261023926
5,0.2,hotspot,8,GuardedFill,0.9526,0.1227167751417174,1,1,2,0.3191119649708091
5,0.2,hotspot,9,GRR,0.5849,1.1492562831253206,2,2,2,0.42393325382344205
5,0.2,hotspot,9,RotatingGreedy,0.9483,0.14362543498892755,1,2,4,0.31601405115396664
5,0.2,hotspot,9,AgeMIS,0.9389,0.09894557460858451,1,1,2,0.32011320795620757
5,0.2,hotspot,9,GuardedFill,0.944,0.12033898305084746,1,1,2,0.3179801387302254
5,0.2,hotspot,10,GRR,0.5827,1.1491333447743264,2,2,2,0.4209313556518496
5,0.2,hotspot,10,RotatingGreedy,0.9502,0.141338665544096,1,2,4,0.31300963213188226
5,0.2,hotspot,10,AgeMIS,0.9404,0.1002764780944279,1,1,2,0.3169334208495343
5,0.2,hotspot,10,GuardedFill,0.9442,0.1195721245498835,1,1,2,0.3152148912378531
5,0.2,hotspot,11,GRR,0.5811,1.1488556186542764,2,2,2,0.4202615716790048
5,0.2,hotspot,11,RotatingGreedy,0.9467,0.1385866694834689,1,2,4,0.3121907340534792
5,0.2,hotspot,11,AgeMIS,0.9374,0.09537017281843396,1,1,2,0.3160195435231654
5,0.2,hotspot,11,GuardedFill,0.9414,0.1154663267473975,1,1,2,0.3141931920539183
5,0.2,hotspot,12,GRR,0.573,1.1527050610820244,2,2,2,0.40931188942897995
5,0.2,hotspot,12,RotatingGreedy,0.9304,0.1421969045571797,1,2,4,0.30808257316401
5,0.2,hotspot,12,AgeMIS,0.921,0.09761129207383279,1,1,3,0.3125811286994088
5,0.2,hotspot,12,GuardedFill,0.9242,0.12270071413114045,1,1,2,0.31097246353268126
5,0.2,hotspot,13,GRR,0.5803,1.1499224539031536,2,2,2,0.41701963693761085
5,0.2,hotspot,13,RotatingGreedy,0.9465,0.14886423666138404,1,3,4,0.3111614321538334
5,0.2,hotspot,13,AgeMIS,0.9366,0.0972667093743327,1,1,2,0.3156893458660984
5,0.2,hotspot,13,GuardedFill,0.9408,0.12149234693877552,1,1,2,0.31368120991357845
5,0.2,hotspot,14,GRR,0.5802,1.1439158910720442,2,2,2,0.4174377638576209
5,0.2,hotspot,14,RotatingGreedy,0.9512,0.13467199327165685,1,2,4,0.31058859359215263
5,0.2,hotspot,14,AgeMIS,0.9429,0.09651076466221233,1,1,2,0.31419275327432244
5,0.2,hotspot,14,GuardedFill,0.9471,0.1151937493400908,1,1,2,0.3124460818382033
5,0.2,hotspot,15,GRR,0.5835,1.1497857754927163,2,2,2,0.4199536163204439
5,0.2,hotspot,15,RotatingGreedy,0.9528,0.14546599496221663,1,3,4,0.3120067892904875
5,0.2,hotspot,15,AgeMIS,0.9435,0.09602543720190779,1,1,2,0.31642498292607185
5,0.2,hotspot,15,GuardedFill,0.9458,0.12264749418481709,1,1,2,0.31457515344871867
5,0.2,hotspot,16,GRR,0.5932,1.1552596089008766,2,2,2,0.43111040815218904
5,0.2,hotspot,16,RotatingGreedy,0.9635,0.15225739491437468,1,3,4,0.31884129823009044
5,0.2,hotspot,16,AgeMIS,0.9542,0.10658142946971284,1,1,2,0.32348384010171877
5,0.2,hotspot,16,GuardedFill,0.9589,0.12973198456564813,1,1,2,0.32094054099203134
5,0.2,hotspot,17,GRR,0.5752,1.161335187760779,2,2,2,0.4074492183276327
5,0.2,hotspot,17,RotatingGreedy,0.9455,0.1343204653622422,1,2,4,0.3065624324282108
5,0.2,hotspot,17,AgeMIS,0.9361,0.09112274329665634,1,1,2,0.309577684387682
5,0.2,hotspot,17,GuardedFill,0.9401,0.11115838740559515,1,1,2,0.3079761020823255
5,0.2,hotspot,18,GRR,0.5865,1.1415174765558398,2,2,2,0.42637782458121865
5,0.2,hotspot,18,RotatingGreedy,0.9507,0.15620069422530766,1,3,4,0.3157855386806679
5,0.2,hotspot,18,AgeMIS,0.9398,0.10480953394339221,1,1,3,0.3209125323869578
5,0.2,hotspot,18,GuardedFill,0.943,0.1273594909862142,1,1,2,0.31862277983630244
5,0.2,hotspot,19,GRR,0.5841,1.1441533983906864,2,2,2,0.42173282591979727
5,0.2,hotspot,19,RotatingGreedy,0.9486,0.1432637571157495,1,2,4,0.3142699531246906
5,0.2,hotspot,19,AgeMIS,0.9391,0.09849856245341285,1,1,2,0.3178635837486937
5,0.2,hotspot,19,GuardedFill,0.942,0.11868365180467091,1,1,2,0.3162801831448472
5,0.2,hotspot,20,GRR,0.5837,1.1418536919650506,2,2,2,0.4231799235469363
5,0.2,hotspot,20,RotatingGreedy,0.9492,0.1390644753476612,1,2,4,0.3143949099172928
5,0.2,hotspot,20,AgeMIS,0.9374,0.09344996799658631,1,1,2,0.3182998896170996
5,0.2,hotspot,20,GuardedFill,0.9436,0.11381941500635863,1,1,2,0.31616242758850294
5,0.2,hotspot,21,GRR,0.5808,1.140668044077135,2,2,2,0.42118370415911377
5,0.2,hotspot,21,RotatingGreedy,0.9407,0.1428723291166153,1,2,4,0.3137684909298609
5,0.2,hotspot,21,AgeMIS,0.9293,0.09738512859141289,1,1,2,0.3179417637982724
5,0.2,hotspot,21,GuardedFill,0.934,0.11970021413276231,1,1,2,0.31580565764469426
5,0.2,hotspot,22,GRR,0.5904,1.135840108401084,2,2,2,0.42797794718458015
5,0.2,hotspot,22,RotatingGreedy,0.9502,0.14649547463691853,1,2,4,0.3172528395881265
5,0.2,hotspot,22,AgeMIS,0.9398,0.09863800808682699,1,1,2,0.32171305499136493
5,0.2,hotspot,22,GuardedFill,0.9437,0.12376814665677652,1,1,2,0.32008229478710126
5,0.2,hotspot,23,GRR,0.5827,1.154625021451862,2,2,2,0.4230566084542098
5,0.2,hotspot,23,RotatingGreedy,0.9467,0.13943171015105102,1,2,4,0.31518288397995714
5,0.2,hotspot,23,AgeMIS,0.9379,0.09510608806909052,1,1,2,0.318849204346271
5,0.2,hotspot,23,GuardedFill,0.9414,0.1118546845124283,1,1,2,0.3171526523334573
5,0.2,hotspot,24,GRR,0.5755,1.1543006081668115,2,2,2,0.41181524654031004
5,0.2,hotspot,24,RotatingGreedy,0.9424,0.13879456706281834,1,2,4,0.3101214009692453
5,0.2,hotspot,24,AgeMIS,0.9326,0.09532489813424834,1,1,3,0.31399402606726273
5,0.2,hotspot,24,GuardedFill,0.9359,0.11422160487231542,1,1,2,0.3117540061757566
5,0.2,hotspot,25,GRR,0.5812,1.1582931865106676,2,2,2,0.417033366033269
5,0.2,hotspot,25,RotatingGreedy,0.9495,0.15186940494997367,1,3,4,0.30934155832924176
5,0.2,hotspot,25,AgeMIS,0.9381,0.09860356038801833,1,1,2,0.31396109323390875
5,0.2,hotspot,25,GuardedFill,0.9437,0.12270848786690686,1,1,2,0.3120640531691707
5,0.2,hotspot,26,GRR,0.5825,1.1414592274678113,2,2,2,0.4179693579780018
5,0.2,hotspot,26,RotatingGreedy,0.9443,0.14232765011119347,1,2,4,0.31155519783079644
5,0.2,hotspot,26,AgeMIS,0.9356,0.10047028644719966,1,1,3,0.31551747635432054
5,0.2,hotspot,26,GuardedFill,0.9404,0.12069332199064228,1,1,2,0.31357040098370836
5,0.2,hotspot,27,GRR,0.5834,1.1647240315392526,2,2,2,0.41928360157929423
5,0.2,hotspot,27,RotatingGreedy,0.9578,0.14512424305700564,1,2,4,0.310326175385783
5,0.2,hotspot,27,AgeMIS,0.946,0.09778012684989429,1,1,3,0.31499940954066136
5,0.2,hotspot,27,GuardedFill,0.9511,0.12206918305120387,1,1,2,0.31287738672278453
5,0.2,hotspot,28,GRR,0.5823,1.1562768332474669,2,2,2,0.4185425757430719
5,0.2,hotspot,28,RotatingGreedy,0.9481,0.14439405126041557,1,2,4,0.31201193574757685
5,0.2,hotspot,28,AgeMIS,0.9377,0.10003199317478938,1,1,2,0.3164861913718946
5,0.2,hotspot,28,GuardedFill,0.9428,0.12134068731438269,1,1,2,0.3141715843317112
5,0.2,hotspot,29,GRR,0.5904,1.132791327913279,2,2,2,0.428878712493339
5,0.2,hotspot,29,RotatingGreedy,0.9504,0.14183501683501684,1,2,4,0.3185522608862357
5,0.2,hotspot,29,AgeMIS,0.9408,0.09970238095238096,1,1,2,0.3224187185615166
5,0.2,hotspot,29,GuardedFill,0.945,0.12126984126984126,1,1,2,0.3206510822873926
5,0.4,uniform,0,GRR,1.4268,1.0116344266890944,2,2,2,0.9998316586456173
5,0.4,uniform,0,RotatingGreedy,1.6404,0.5586442331138747,2,3,4,0.999887768130831
5,0.4,uniform,0,AgeMIS,1.6468,0.5352805440854992,2,2,3,0.9989847299877438
5,0.4,uniform,0,GuardedFill,1.6189,0.5952807461856816,2,2,2,0.9999389392720652
5,0.4,uniform,1,GRR,1.4194,1.0152881499225024,2,2,2,0.9998991314505199
5,0.4,uniform,1,RotatingGreedy,1.6315,0.5527428746552252,2,3,4,0.9999658888094276
5,0.4,uniform,1,AgeMIS,1.6424,0.5277642474427667,2,2,4,0.9979008063252968
5,0.4,uniform,1,GuardedFill,1.6169,0.588966540911621,2,2,2,0.9999652164806487
5,0.4,uniform,2,GRR,1.4319,1.0165514351560863,2,2,2,0.9999025426236424
5,0.4,uniform,2,RotatingGreedy,1.6449,0.5573591099762903,2,3,4,0.9999894150352661
5,0.4,uniform,2,AgeMIS,1.6544,0.5423114119922631,2,2,4,0.9985873894783603
5,0.4,uniform,2,GuardedFill,1.6254,0.5915466961978589,2,2,2,0.9999769340194484
5,0.4,uniform,3,GRR,1.4216,1.0225801913337085,2,2,2,0.9999171545988994
5,0.4,uniform,3,RotatingGreedy,1.6412,0.5514257860102364,2,3,4,0.9998990797158507
5,0.4,uniform,3,AgeMIS,1.649,0.5297149787750152,2,2,4,0.9982824863054688
5,0.4,uniform,3,GuardedFill,1.6262,0.5835075636453081,2,2,2,0.9998662094462271
5,0.4,uniform,4,GRR,1.4227,1.012230266394883,2,2,2,0.9999358958224118
5,0.4,uniform,4,RotatingGreedy,1.6367,0.5534306836927965,2,3,4,0.9996712801428461
5,0.4,uniform,4,AgeMIS,1.6479,0.5374719339765762,2,2,4,0.9980732476746182
5,0.4,uniform,4,GuardedFill,1.6211,0.5854666584417988,2,2,2,0.9997996797973591
5,0.4,uniform,5,GRR,1.4256,1.0049102132435466,2,2,2,0.9998210556594431
5,0.4,uniform,5,RotatingGreedy,1.6308,0.5602771645818003,2,3,4,0.9996429713149068
5,0.4,uniform,5,AgeMIS,1.6435,0.5372680255552176,2,2,4,0.9974518762985518
5,0.4,uniform,5,GuardedFill,1.6134,0.5885087393082931,2,2,2,0.999533635879572
5,0.4,uniform,6,GRR,1.4226,1.0177843385350767,2,2,2,0.9999138127473733
5,0.4,uniform,6,RotatingGreedy,1.64,0.5531707317073171,2,3,4,0.9999024113686108
5,0.4,uniform,6,AgeMIS,1.6478,0.5310110450297366,2,2,4,0.9988356576086757
5,0.4,uniform,6,GuardedFill,1.6216,0.5864578194375925,2,2,2,0.9999334388333908
5,0.4,uniform,7,GRR,1.4147,1.0160458047642609,2,2,2,0.9998991495684693
5,0.4,uniform,7,RotatingGreedy,1.6304,0.5536678115799804,2,3,4,0.999780599239315
5,0.4,uniform,7,AgeMIS,1.646,0.5250303766707168,2,2,4,0.9984530757465155
5,0.4,uniform,7,GuardedFill,1.6158,0.5888723851961877,2,2,2,0.9998732890857462
5,0.4,uniform,8,GRR,1.4302,1.0114669277024193,2,2,2,0.9999305538615519
5,0.4,uniform,8,RotatingGreedy,1.6442,0.5516360540080282,2,3,4,0.999782816513238
5,0.4,uniform,8,AgeMIS,1.6565,0.530938726230003,2,2,4,0.9985975560238375
5,0.4,uniform,8,GuardedFill,1.6287,0.5859274267820962,2,2,2,0.9999026884263478
5,0.4,uniform,9,GRR,1.4236,1.008359089631919,2,2,2,0.9999547842764936
5,0.4,uniform,9,RotatingGreedy,1.6338,0.5523319867792875,2,3,4,0.9999064786935606
5,0.4,uniform,9,AgeMIS,1.6449,0.5263541856647821,2,2,4,0.9987581523888219
5,0.4,uniform,9,GuardedFill,1.6196,0.5860088910842183,2,2,2,0.9999139490614581
5,0.4,uniform,10,GRR,1.425,1.0171228070175438,2,2,2,0.999851693281617
5,0.4,uniform,10,RotatingGreedy,1.6365,0.5579590589673082,2,3,4,0.9997908307916861
5,0.4,uniform,10,AgeMIS,1.6501,0.5383310102418035,2,2,4,0.9979992073786178
5,0.4,uniform,10,GuardedFill,1.6202,0.5970250586347364,2,2,2,0.9997103901522141
5,0.4,uniform,11,GRR,1.4267,1.0199761687811033,2,2,2,0.9998871839110286
5,0.4,uniform,11,RotatingGreedy,1.6422,0.5510900012178784,2,3,4,0.999775838109338
5,0.4,uniform,11,AgeMIS,1.6512,0.5337936046511628,2,2,4,0.9987746896180876
5,0.4,uniform,11,GuardedFill,1.6236,0.5925104705592511,2,2,2,0.9998803895763161
5,0.4,uniform,12,GRR,1.4316,1.0129226040793518,2,2,2,0.9997432493941844
5,0.4,uniform,12,RotatingGreedy,1.6444,0.5535757723181708,2,3,4,0.9998362947066515
5,0.4,uniform,12,AgeMIS,1.6556,0.5328581783039381,2,2,4,0.9983381472020734
5,0.4,uniform,12,GuardedFill,1.6298,0.5800711743772242,2,2,2,0.99976789935897
5,0.4,uniform,13,GRR,1.4215,1.0164614843475201,2,2,2,0.9997472754745073
5,0.4,uniform,13,RotatingGreedy,1.6365,0.5467766575007639,2,3,4,0.9995348175219654
5,0.4,uniform,13,AgeMIS,1.6499,0.5218498090793381,2,2,4,0.9990117520960734
5,0.4,uniform,13,GuardedFill,1.6204,0.5805356702048877,2,2,2,0.9996633112900976
5,0.4,uniform,14,GRR,1.4162,1.0103092783505154,2,2,2,0.9999809239917798
5,0.4,uniform,14,RotatingGreedy,1.6357,0.5514458641560188,2,3,4,0.9999757211470585
5,0.4,uniform,14,AgeMIS,1.6486,0.5245662986776659,2,2,4,0.9983152643156289
5,0.4,uniform,14,GuardedFill,1.619,0.5846201358863496,2,2,2,0.9999675726734538
5,0.4,uniform,15,GRR,1.4074,1.0038368622992753,2,2,2,0.9999237023454537
5,0.4,uniform,15,RotatingGreedy,1.6246,0.5494891050104641,2,3,4,0.999946223993472
5,0.4,uniform,15,AgeMIS,1.6338,0.5334802301383278,2,2,4,0.9982507870852277
5,0.4,uniform,15,GuardedFill,1.6079,0.5802599664158219,2,2,2,0.999854145048329
5,0.4,uniform,16,GRR,1.4239,1.0162230493714446,2,2,2,0.9999413398083453
5,0.4,uniform,16,RotatingGreedy,1.6367,0.5639396346306592,2,3,4,0.9998816544613732
5,0.4,uniform,16,AgeMIS,1.6509,0.5423102550124175,2,2,5,0.9982981535535262
5,0.4,uniform,16,GuardedFill,1.6177,0.5968350126723125,2,2,2,0.999873777532672
5,0.4,uniform,17,GRR,1.4218,1.002461668307779,2,2,2,0.9999548082203531
5,0.4,uniform,17,RotatingGreedy,1.6302,0.5454545454545454,2,3,4,0.9999023030864075
5,0.4,uniform,17,AgeMIS,1.6406,0.526148969889065,2,2,4,0.9987949676855452
5,0.4,uniform,17,GuardedFill,1.6169,0.5793184488836662,2,2,2,0.9999493822513802
5,0.4,uniform,18,GRR,1.4408,1.004164353137146,2,2,2,0.9999924563577899
5,0.4,uniform,18,RotatingGreedy,1.6439,0.5657886732769634,2,3,4,0.9999736760148328
5,0.4,uniform,18,AgeMIS,1.6586,0.545158567466538,2,2,5,0.9984377363662152
5,0.4,uniform,18,GuardedFill,1.6256,0.6011318897637795,2,2,2,0.9999803074773235
5,0.4,uniform,19,GRR,1.4286,1.008539829203416,2,2,2,0.9999416271426633
5,0.4,uniform,19,RotatingGreedy,1.6368,0.5516862170087976,2,3,4,0.9999109635729942
5,0.4,uniform,19,AgeMIS,1.6501,0.5397248651596873,2,2,4,0.9981134221993221
5,0.4,uniform,19,GuardedFill,1.6217,0.586113337855337,2,2,2,0.9999087656892379
5,0.4,uniform,20,GRR,1.4181,0.9996474155560257,2,2,2,0.9999160491363153
5,0.4,uniform,20,RotatingGreedy,1.6352,0.5423189823874756,2,3,4,0.9999495664551332
5,0.4,uniform,20,AgeMIS,1.6417,0.5324358896266066,2,2,4,0.998027458375158
5,0.4,uniform,20,GuardedFill,1.6174,0.572029182638803,2,2,2,0.9998845156351283
5,0.4,uniform,21,GRR,1.4188,1.0086692979983085,2,2,2,0.9999610247403483
5,0.4,uniform,21,RotatingGreedy,1.6339,0.5513801334230981,2,3,4,0.9999275832021121
5,0.4,uniform,21,AgeMIS,1.6408,0.5307776694295465,2,2,3,0.9984802040557093
5,0.4,uniform,21,GuardedFill,1.6177,0.5813191568275947,2,2,2,0.9999745664902007
5,0.4,uniform,22,GRR,1.4325,1.0073996509598604,2,2,2,0.9999759758946123
5,0.4,uniform,22,RotatingGreedy,1.6493,0.5565391378160431,2,3,4,0.999936457017773
5,0.4,uniform,22,AgeMIS,1.6569,0.5362423803488442,2,2,4,0.9986321813330968
5,0.4,uniform,22,GuardedFill,1.6294,0.5911378421504848,2,2,2,0.9999393093796085
