arch,artifact,policy,N,workload,app,seed,measure_s,tick_us,sched_jitter_us,dispatch_jitter_us,meals,throughput_s,mean_wait_ms,p50_wait_ms,p95_wait_ms,p99_wait_ms,max_wait_ms,jain,min_meals,max_meals,zero_workers,scheduler_ticks,guard_obligations,max_owed_age_ms
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,agemwis,101,bursty,kv,1,2.0,200,120,80,49233,24616.5,0.166722,0.16016,0.272188,0.347266,1.556733,0.998349,461,520,0,18601,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,gfgrr,101,bursty,kv,2,2.0,200,120,80,48582,24291.0,0.165595,0.158949,0.272329,0.360337,0.558418,0.999482,464,504,0,18563,27446,0.362537
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,dguard,101,bursty,kv,2,2.0,200,120,80,49415,24707.5,0.004009,0.000248,0.00044,0.123596,0.305544,0.999469,473,510,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,fifo,101,bursty,kv,2,2.0,200,120,80,48486,24243.0,0.174771,0.165417,0.30068,0.401563,0.798654,0.999471,464,504,0,18784,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,waiter,101,bursty,kv,2,2.0,200,120,80,49437,24718.5,0.08723,0.082826,0.133132,0.143342,0.792542,0.999463,473,511,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,agemwis,101,bursty,kv,2,2.0,200,120,80,48587,24293.5,0.165583,0.159429,0.271657,0.346032,1.27162,0.999481,464,503,0,18607,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,gfgrr,101,bursty,kv,3,2.0,200,120,80,48801,24400.5,0.165922,0.158629,0.275089,0.369115,1.883635,0.999101,456,502,0,18580,27449,0.35353
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,dguard,101,bursty,kv,3,2.0,200,120,80,49699,24849.5,0.00434,0.000256,0.000424,0.125717,0.479855,0.998917,459,511,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,fifo,101,bursty,kv,3,2.0,200,120,80,48690,24345.0,0.176536,0.166957,0.30452,0.402092,1.316586,0.999113,455,501,0,18854,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,waiter,101,bursty,kv,3,2.0,200,120,80,49738,24869.0,0.086844,0.082906,0.132638,0.143635,0.397052,0.998904,460,511,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,agemwis,101,bursty,kv,3,2.0,200,120,80,48810,24405.0,0.165641,0.159365,0.272548,0.34845,1.524484,0.999104,456,502,0,18634,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,gfgrr,101,bursty,kv,4,2.0,200,120,80,50075,25037.5,0.165196,0.158493,0.273002,0.362583,1.001213,0.999094,468,517,0,18637,27974,0.319993
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,dguard,101,bursty,kv,4,2.0,200,120,80,50931,25465.5,0.004008,0.000256,0.000424,0.123468,0.308945,0.999107,475,527,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,fifo,101,bursty,kv,4,2.0,200,120,80,49945,24972.5,0.1775,0.167709,0.310764,0.410844,1.005325,0.999102,466,515,0,18887,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,waiter,101,bursty,kv,4,2.0,200,120,80,50947,25473.5,0.087185,0.082763,0.133612,0.14595,1.175434,0.999109,475,527,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,agemwis,101,bursty,kv,4,2.0,200,120,80,50079,25039.5,0.165398,0.159613,0.271114,0.341184,0.581633,0.999101,468,517,0,18674,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,gfgrr,101,bursty,kv,5,2.0,200,120,80,49505,24752.5,0.165772,0.158869,0.27416,0.368206,0.990637,0.998795,453,517,0,18577,27941,0.317049
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,dguard,101,bursty,kv,5,2.0,200,120,80,50444,25222.0,0.004105,0.000248,0.000424,0.124608,0.291975,0.998754,462,530,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,fifo,101,bursty,kv,5,2.0,200,120,80,49387,24693.5,0.175873,0.166588,0.304748,0.405485,0.652784,0.998805,452,516,0,18812,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,waiter,101,bursty,kv,5,2.0,200,120,80,50453,25226.5,0.087349,0.082771,0.133711,0.145539,1.490187,0.998755,462,531,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,agemwis,101,bursty,kv,5,2.0,200,120,80,49501,24750.5,0.166092,0.159405,0.272032,0.346578,1.963065,0.998806,453,517,0,18587,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,gfgrr,101,bursty,kv,6,2.0,200,120,80,50829,25414.5,0.165619,0.15842,0.274695,0.367209,1.040587,0.9989,477,531,0,18561,28932,0.305856
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,dguard,101,bursty,kv,6,2.0,200,120,80,51882,25941.0,0.004245,0.000248,0.000424,0.124436,0.297624,0.99885,489,541,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,fifo,101,bursty,kv,6,2.0,200,120,80,50650,25325.0,0.178828,0.168741,0.315026,0.420136,0.733219,0.998917,477,529,0,18743,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,waiter,101,bursty,kv,6,2.0,200,120,80,51902,25951.0,0.086884,0.08245,0.132284,0.144083,0.42602,0.998842,490,542,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,agemwis,101,bursty,kv,6,2.0,200,120,80,50839,25419.5,0.165147,0.158692,0.271233,0.342934,1.428737,0.998898,478,530,0,18563,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,gfgrr,101,bursty,kv,7,2.0,200,120,80,49204,24602.0,0.166235,0.158996,0.272855,0.363616,2.232113,0.998734,456,515,0,18506,27671,0.438637
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,dguard,101,bursty,kv,7,2.0,200,120,80,50089,25044.5,0.004456,0.000248,0.000424,0.12483,1.503572,0.998612,462,525,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,fifo,101,bursty,kv,7,2.0,200,120,80,49082,24541.0,0.177057,0.167085,0.309015,0.41115,1.862447,0.998753,455,513,0,18830,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,waiter,101,bursty,kv,7,2.0,200,120,80,50139,25069.5,0.086938,0.082698,0.132685,0.143732,0.473814,0.998594,464,525,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,agemwis,101,bursty,kv,7,2.0,200,120,80,49225,24612.5,0.164721,0.158749,0.269861,0.338393,0.750229,0.998728,456,514,0,18639,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,gfgrr,101,bursty,kv,8,2.0,200,120,80,49310,24655.0,0.164981,0.158069,0.272852,0.363142,0.598752,0.999124,454,510,0,18659,27744,0.319321
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,dguard,101,bursty,kv,8,2.0,200,120,80,50240,25120.0,0.004101,0.000248,0.000392,0.125129,0.311881,0.999133,466,519,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,fifo,101,bursty,kv,8,2.0,200,120,80,49184,24592.0,0.175945,0.165977,0.309425,0.412876,1.002701,0.999145,453,509,0,18912,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,waiter,101,bursty,kv,8,2.0,200,120,80,50263,25131.5,0.087058,0.083155,0.132779,0.143826,0.427108,0.99914,467,519,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-kv-bursty,agemwis,101,bursty,kv,8,2.0,200,120,80,49304,24652.0,0.165347,0.159992,0.270254,0.341345,1.315574,0.99913,454,510,0,18705,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,gfgrr,501,saturated,sleep,1,2.0,200,120,80,225832,112916.0,2.814586,0.764177,10.450565,16.579104,52.516922,0.997392,393,511,0,7575,240128,50.705967
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,dguard,501,saturated,sleep,1,2.0,200,120,80,152286,76143.0,3.926966,0.000176,20.854811,41.990448,174.100808,0.980258,218,439,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,fifo,501,saturated,sleep,1,2.0,200,120,80,1337,668.5,656.823514,744.821507,756.524382,758.493614,760.027924,0.969829,2,3,0,8408,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,waiter,501,saturated,sleep,1,2.0,200,120,80,1203,601.5,109.73962,0.102264,713.786937,1962.148716,2101.540752,0.04952,0,125,357,0,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,agemwis,501,saturated,sleep,1,2.0,200,120,80,245080,122540.0,2.326355,0.375189,0.776056,12.593484,2103.540403,0.601612,1,1017,0,6354,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,gfgrr,501,saturated,sleep,2,2.0,200,120,80,230544,115272.0,2.723996,0.653153,10.583083,17.047375,70.181757,0.998479,409,508,0,8280,244760,69.466917
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,dguard,501,saturated,sleep,2,2.0,200,120,80,158244,79122.0,3.78924,0.000168,20.485757,39.867109,136.516391,0.99024,229,439,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,fifo,501,saturated,sleep,2,2.0,200,120,80,7926,3963.0,124.714674,124.153717,132.794429,134.691946,136.803522,0.999412,15,16,0,9499,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,waiter,501,saturated,sleep,2,2.0,200,120,80,1183,591.5,221.384325,0.107856,1811.612398,1936.308095,2099.959004,0.046364,0,126,290,0,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,agemwis,501,saturated,sleep,2,2.0,200,120,80,246399,123199.5,2.154894,0.382745,0.789562,26.324899,1189.897703,0.851385,91,883,0,6423,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,gfgrr,501,saturated,sleep,3,2.0,200,120,80,233482,116741.0,2.6703,0.591705,10.6484,17.262256,49.014909,0.998319,408,511,0,8833,247724,48.300458
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,dguard,501,saturated,sleep,3,2.0,200,120,80,158592,79296.0,3.766993,0.000168,20.153102,37.785131,144.924558,0.99138,239,409,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,fifo,501,saturated,sleep,3,2.0,200,120,80,1236,618.0,680.947751,797.549994,812.495398,815.348227,818.211395,0.96071,2,3,0,8536,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,waiter,501,saturated,sleep,3,2.0,200,120,80,1169,584.5,42.425887,0.098344,212.787729,1575.916091,2044.588564,0.028942,0,129,421,0,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,agemwis,501,saturated,sleep,3,2.0,200,120,80,247351,123675.5,2.261687,0.377957,0.773321,37.791985,1206.352273,0.839696,184,811,0,6456,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,gfgrr,501,saturated,sleep,4,2.0,200,120,80,234999,117499.5,2.647891,0.579643,10.534296,16.958031,47.079736,0.997958,418,532,0,9074,249353,46.699323
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,dguard,501,saturated,sleep,4,2.0,200,120,80,159853,79926.5,3.746181,0.00016,20.207428,37.550142,131.242116,0.992756,246,400,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,fifo,501,saturated,sleep,4,2.0,200,120,80,1264,632.0,671.918248,769.926773,781.86551,783.093313,784.224354,0.962285,2,3,0,8421,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,waiter,501,saturated,sleep,4,2.0,200,120,80,1213,606.5,107.095024,0.102651,830.288994,1797.140018,2102.10462,0.036516,0,129,354,0,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,agemwis,501,saturated,sleep,4,2.0,200,120,80,246773,123386.5,2.179839,0.392494,0.770937,21.721985,1116.675996,0.940413,269,734,0,6155,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,gfgrr,501,saturated,sleep,5,2.0,200,120,80,232309,116154.5,2.681862,0.598757,10.523321,17.007314,45.637056,0.9985,409,524,0,8836,246384,44.939144
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,dguard,501,saturated,sleep,5,2.0,200,120,80,158359,79179.5,3.735546,0.000168,20.216712,37.362927,109.646674,0.993669,237,394,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,fifo,501,saturated,sleep,5,2.0,200,120,80,1400,700.0,627.364801,701.429226,712.601875,716.686425,718.795713,0.979513,2,3,0,8304,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,waiter,501,saturated,sleep,5,2.0,200,120,80,1150,575.0,50.119287,0.098227,146.823862,1248.716818,2000.453695,0.027647,0,129,428,0,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,agemwis,501,saturated,sleep,5,2.0,200,120,80,248731,124365.5,2.30028,0.358852,0.733293,32.659728,924.408862,0.962589,311,736,0,6697,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,gfgrr,501,saturated,sleep,6,2.0,200,120,80,232797,116398.5,2.680117,0.598847,10.519413,17.078622,51.737426,0.997981,404,521,0,8816,246876,51.399014
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,dguard,501,saturated,sleep,6,2.0,200,120,80,159899,79949.5,3.728944,0.00016,20.214949,38.091012,128.661736,0.993936,259,380,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,fifo,501,saturated,sleep,6,2.0,200,120,80,1149,574.5,729.258039,855.368675,875.205208,877.46043,880.186921,0.962078,2,3,0,8573,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,waiter,501,saturated,sleep,6,2.0,200,120,80,1152,576.0,40.702263,0.099908,132.803383,1016.853463,2015.073096,0.030827,0,129,438,0,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,agemwis,501,saturated,sleep,6,2.0,200,120,80,249169,124584.5,2.088693,0.359453,0.713935,20.029276,1230.799733,0.637137,5,1046,0,6592,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,gfgrr,501,saturated,sleep,7,2.0,200,120,80,232340,116170.0,2.682763,0.599357,10.632643,17.082002,44.891618,0.998076,397,514,0,8888,246775,44.242747
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,dguard,501,saturated,sleep,7,2.0,200,120,80,156367,78183.5,3.746381,0.000168,20.3345,40.181692,158.452823,0.982592,198,452,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,fifo,501,saturated,sleep,7,2.0,200,120,80,1360,680.0,645.503719,718.226123,745.987605,749.899702,751.407171,0.973067,2,3,0,8317,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,waiter,501,saturated,sleep,7,2.0,200,120,80,1180,590.0,70.280646,0.101108,288.906522,1752.9315,1928.036746,0.023226,0,257,414,0,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,agemwis,501,saturated,sleep,7,2.0,200,120,80,252842,126421.0,2.286635,0.327579,0.670079,23.646339,827.101109,0.96496,293,707,0,7408,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,gfgrr,501,saturated,sleep,8,2.0,200,120,80,232404,116202.0,2.678699,0.589597,10.561491,17.35356,67.10339,0.998161,405,518,0,8912,246314,66.697175
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,dguard,501,saturated,sleep,8,2.0,200,120,80,155804,77902.0,3.833131,0.000168,20.548709,39.595286,171.416079,0.985099,185,430,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,fifo,501,saturated,sleep,8,2.0,200,120,80,1173,586.5,713.718189,837.698409,843.429461,845.328065,846.693128,0.960603,2,3,0,8620,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,waiter,501,saturated,sleep,8,2.0,200,120,80,1158,579.0,65.957571,0.102428,335.872138,1670.032092,2014.28757,0.028824,0,129,412,0,0,0.0
arm64,result-ubuntu-24.04-arm-N501-sleep-saturated,agemwis,501,saturated,sleep,8,2.0,200,120,80,253227,126613.5,2.318278,0.324075,0.641116,33.577779,1090.02408,0.849249,38,978,0,7590,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,gfgrr,101,bursty,ledger,1,2.0,200,120,80,48644,24322.0,0.164476,0.156063,0.27275,0.378965,2.310223,0.999196,461,507,0,18698,27364,0.698798
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,dguard,101,bursty,ledger,1,2.0,200,120,80,49568,24784.0,0.003952,0.000232,0.00036,0.123317,0.498555,0.999149,468,517,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,fifo,101,bursty,ledger,1,2.0,200,120,80,48535,24267.5,0.174721,0.165542,0.303163,0.404438,1.492938,0.999206,461,507,0,18899,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,waiter,101,bursty,ledger,1,2.0,200,120,80,49592,24796.0,0.086921,0.082836,0.132416,0.141547,0.526114,0.99914,468,518,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,agemwis,101,bursty,ledger,1,2.0,200,120,80,48658,24329.0,0.163893,0.157583,0.268693,0.339323,1.409711,0.999194,461,507,0,18647,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,gfgrr,101,bursty,ledger,2,2.0,200,120,80,49869,24934.5,0.164351,0.156895,0.272148,0.365163,1.956496,0.999158,460,513,0,18656,28253,1.6041
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,dguard,101,bursty,ledger,2,2.0,200,120,80,50810,25405.0,0.004181,0.000232,0.000376,0.123773,0.437062,0.999095,465,525,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,fifo,101,bursty,ledger,2,2.0,200,120,80,49777,24888.5,0.174721,0.164591,0.302809,0.412373,1.569573,0.999172,460,512,0,18871,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,waiter,101,bursty,ledger,2,2.0,200,120,80,50841,25420.5,0.086197,0.081595,0.132161,0.140734,0.674169,0.999101,466,525,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,agemwis,101,bursty,ledger,2,2.0,200,120,80,49900,24950.0,0.162981,0.157063,0.267728,0.336445,0.66129,0.999161,460,514,0,18778,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,gfgrr,101,bursty,ledger,3,2.0,200,120,80,48910,24455.0,0.164239,0.156963,0.271673,0.361632,0.93617,0.998923,452,512,0,18659,27676,0.586414
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,dguard,101,bursty,ledger,3,2.0,200,120,80,49817,24908.5,0.004066,0.000232,0.000392,0.122896,0.491428,0.998925,463,521,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,fifo,101,bursty,ledger,3,2.0,200,120,80,48738,24369.0,0.17836,0.165574,0.311483,0.430047,2.158195,0.998931,448,511,0,18920,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,waiter,101,bursty,ledger,3,2.0,200,120,80,49842,24921.0,0.087089,0.082795,0.132769,0.147761,1.025653,0.998922,463,521,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,agemwis,101,bursty,ledger,3,2.0,200,120,80,48937,24468.5,0.162544,0.156751,0.266572,0.330215,0.526578,0.998914,453,514,0,18794,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,gfgrr,101,bursty,ledger,4,2.0,200,120,80,49688,24844.0,0.162572,0.155963,0.269816,0.351213,0.578927,0.999639,475,516,0,18735,27839,0.284871
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,dguard,101,bursty,ledger,4,2.0,200,120,80,50675,25337.5,0.004088,0.000232,0.000376,0.124436,0.309247,0.999574,485,528,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,fifo,101,bursty,ledger,4,2.0,200,120,80,49539,24769.5,0.175188,0.16527,0.307188,0.410144,1.496075,0.999645,475,514,0,19000,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,waiter,101,bursty,ledger,4,2.0,200,120,80,50707,25353.5,0.086632,0.082203,0.13335,0.144671,0.835097,0.999574,485,528,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,agemwis,101,bursty,ledger,4,2.0,200,120,80,49684,24842.0,0.163595,0.157951,0.268009,0.336308,0.642187,0.999637,475,515,0,18828,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,gfgrr,101,bursty,ledger,5,2.0,200,120,80,49710,24855.0,0.164508,0.157683,0.270986,0.358715,0.85364,0.999007,453,519,0,18661,28074,0.325374
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,dguard,101,bursty,ledger,5,2.0,200,120,80,50640,25320.0,0.004202,0.000224,0.000392,0.124555,0.294199,0.999062,463,529,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,fifo,101,bursty,ledger,5,2.0,200,120,80,49614,24807.0,0.173396,0.164463,0.300266,0.393881,0.670299,0.998998,450,518,0,18931,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,waiter,101,bursty,ledger,5,2.0,200,120,80,50674,25337.0,0.086946,0.082735,0.132632,0.145086,0.475958,0.999061,463,530,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,agemwis,101,bursty,ledger,5,2.0,200,120,80,49715,24857.5,0.163972,0.157911,0.269684,0.338758,0.611413,0.998998,453,520,0,18726,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,gfgrr,101,bursty,ledger,6,2.0,200,120,80,50109,25054.5,0.163902,0.156727,0.271393,0.363594,1.839246,0.998912,460,536,0,18597,28236,0.25013
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,dguard,101,bursty,ledger,6,2.0,200,120,80,51053,25526.5,0.004146,0.000224,0.000376,0.124509,0.590582,0.998891,467,547,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,fifo,101,bursty,ledger,6,2.0,200,120,80,49983,24991.5,0.174336,0.164647,0.302644,0.404228,0.679704,0.9989,459,535,0,18877,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,waiter,101,bursty,ledger,6,2.0,200,120,80,51086,25543.0,0.086417,0.081944,0.132182,0.145741,0.400825,0.998876,467,548,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,agemwis,101,bursty,ledger,6,2.0,200,120,80,50122,25061.0,0.163557,0.157526,0.268863,0.338965,0.606757,0.998897,460,536,0,18680,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,gfgrr,101,bursty,ledger,7,2.0,200,120,80,49276,24638.0,0.164003,0.156847,0.271634,0.361817,0.667537,0.998768,451,534,0,18663,27823,0.38013
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,dguard,101,bursty,ledger,7,2.0,200,120,80,50213,25106.5,0.004246,0.000232,0.000392,0.124843,0.937746,0.998723,463,547,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,fifo,101,bursty,ledger,7,2.0,200,120,80,49133,24566.5,0.175808,0.164687,0.303333,0.416921,1.766955,0.998748,448,529,0,18895,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,waiter,101,bursty,ledger,7,2.0,200,120,80,50247,25123.5,0.087101,0.082843,0.13268,0.142946,0.536785,0.998728,464,547,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,agemwis,101,bursty,ledger,7,2.0,200,120,80,49289,24644.5,0.163783,0.157679,0.268339,0.340596,0.563703,0.998762,451,533,0,18736,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,gfgrr,101,bursty,ledger,8,2.0,200,120,80,49048,24524.0,0.163996,0.157899,0.271054,0.358377,0.626652,0.999217,454,505,0,18744,27559,0.483557
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,dguard,101,bursty,ledger,8,2.0,200,120,80,50000,25000.0,0.004074,0.000232,0.000384,0.124658,0.302238,0.99921,461,516,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,fifo,101,bursty,ledger,8,2.0,200,120,80,48946,24473.0,0.173026,0.164855,0.299207,0.39609,0.640963,0.99921,453,505,0,18971,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,waiter,101,bursty,ledger,8,2.0,200,120,80,50033,25016.5,0.08694,0.083043,0.132488,0.141672,0.415016,0.999202,461,517,0,0,0,0.0
arm64,result-ubuntu-24.04-arm-N101-ledger-bursty,agemwis,101,bursty,ledger,8,2.0,200,120,80,49045,24522.5,0.163949,0.157511,0.268273,0.342659,1.698526,0.99921,454,505,0,18764,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,gfgrr,101,saturated,kv,1,2.0,200,120,80,140941,70470.5,1.431495,1.335919,2.362142,3.445839,13.078646,0.99283,1065,1499,0,3330,149834,11.081052
x86_64,result-ubuntu-24.04-N101-kv-saturated,dguard,101,saturated,kv,1,2.0,200,120,80,182335,91167.5,0.72282,0.000121,3.687088,6.207559,46.391656,0.972304,1473,2808,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,fifo,101,saturated,kv,1,2.0,200,120,80,15531,7765.5,13.036656,12.772992,17.240778,18.068307,20.844029,0.999983,153,155,0,11596,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,waiter,101,saturated,kv,1,2.0,200,120,80,19862,9931.0,9.993491,0.105808,118.723147,182.909914,209.283088,0.708967,44,728,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,agemwis,101,saturated,kv,1,2.0,200,120,80,151336,75668.0,1.33271,1.323501,2.418868,3.301166,8.714682,0.993426,1137,1627,0,3432,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,gfgrr,101,saturated,kv,2,2.0,200,120,80,153222,76611.0,1.316557,1.263456,2.165788,2.989855,8.377824,0.991388,1175,1654,0,3643,162601,6.946483
x86_64,result-ubuntu-24.04-N101-kv-saturated,dguard,101,saturated,kv,2,2.0,200,120,80,192218,96109.0,0.684627,0.00013,3.169215,4.581882,13.714317,0.996587,1705,2110,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,fifo,101,saturated,kv,2,2.0,200,120,80,68617,34308.5,2.94532,2.751572,4.386666,6.051158,7.042528,0.999997,677,682,0,14243,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,waiter,101,saturated,kv,2,2.0,200,120,80,20555,10277.5,9.453102,0.108625,77.451274,146.920734,180.613271,0.776877,89,571,0,0,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,agemwis,101,saturated,kv,2,2.0,200,120,80,153436,76718.0,1.314821,1.286347,2.427116,3.348648,7.341901,0.99163,1100,1683,0,3484,0,0.0
x86_64,result-ubuntu-24.04-N101-kv-saturated,gfgrr,101,saturated,kv,3,2.0,200,120,80,155785,77892.5,1.295028,1.231599,2.135592,2.96031,10.306668,0.990953,1167,1682,0,3672,165219,8.9033
